Unnamed: 0,index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,labels
3690,12989,lebanon sistem perintah golong presiden kristen perdana menteri sunni ketua parlemen syiah pimpin agama ya pilih agama provinsi indonesia kepala,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,8242,mampus bangkrut bandar,1,1,1,0,0,0,0,0,1,1,0,0,1
3692,6805,xe2 x80 x9cdaripada suap makan lezat ejek gendut maaf hina sahabat xe2 x80 x9d choji akimichi,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,11932,sewa jablay kayak,0,1,0,0,0,0,0,0,0,0,0,0,1
3694,4778,jaka a utara tutup gubernur,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,12140,desak nyata muhammad nabi gadungan bangsa selamat,1,1,0,1,1,0,0,0,0,0,1,0,1
3696,12698,pecat darmin nasution menteri ekonomi bodoh turun daya beli anak kahiyang meni bobby nasution,1,1,1,0,0,0,0,0,1,1,0,0,1
3697,8935,repost pamer otot pamer kontol kocok deh crottt uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3698,7492,halo bu dokter persekusi muslim papua persekusi hadap uji semester bal fh manado mayoritas modal hadap minoritas uang negara republik indonesia mayoritas muslim persekusi minoritas cina kristen,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,9179,sabar uji nya kayak babi,0,1,0,0,0,0,0,0,0,0,0,0,1
3700,8895,adil nyata dusta umat saksi,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,1774,sangka nyata susilo bambang yudhoyono fitnah sepe i jokowi susilo bambang yudhoyono diktator kayak jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
3702,6515,lt kepala pening istilah psikologi buka mesin cari menge i a i asing senang kerja tugas,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,9792,hiruk pikuk pilih kepala daerah pilih presiden sejati seteru antek asing barat asing asing juang negara republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,7961,manusia anjing mati mati rela mu adz babi ahok kafir uniform resource locator,1,1,1,0,1,0,0,0,0,1,0,0,1
3705,633,dengar suara bom guntur geledek petir gunung letus dengar suara tangis sodomi,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,2251,hati 2 n1 anak proses hukum langsung bela jokowi tuju cari empati 2 video hina presiden 3 pribumi warga kelas 4 sebar video buru polisi 5,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,5584,ribut tai,1,1,1,0,0,0,0,0,1,1,0,0,1
3708,4759,prancis lawan belgia babak pe 0 0 nada bani cebong bani cebong kacung otak 0 kosong world cup 2018 ganti presiden 2019,1,1,0,1,0,0,0,0,1,0,1,0,1
3709,2528,anjing anjing senang katai anjing marah tolol,1,1,1,0,0,0,0,0,1,1,0,0,1
3710,9095,komunis partai komunis indonesia umat islam ribut senang perintah anti islam gaya adu domba main,1,0,0,1,1,1,0,0,0,0,1,0,1
3711,1943,alumni sekte togel kena ganggu jiwa karma,1,1,0,1,0,0,1,0,0,0,1,0,1
3712,10045,maaf dukun sibuk bakar menyan bani kampret,1,1,1,0,0,0,0,0,1,1,0,0,1
3713,1314,hujan hujan goda ojek pengkol ngerojok memek sih abang pusing duit mending buang p xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,1
3714,4965,cupu,1,1,1,0,0,0,0,0,1,1,0,0,1
3715,410,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,8459,spill nama restoran gue tinggal papua amp gue harga pangan mahal mbak goblok cacat,1,1,1,0,0,0,1,0,0,1,0,0,1
3717,9436,dukung deh ahok dukung rakyat paham cerdas bual pimpin uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
3718,4386,moga laknat allah rusak islam,1,0,1,0,1,0,0,0,0,1,0,0,1
3719,156,2019 susilo bambang yudhoyono prabowo lawan mega jokowi peristiwa 2004 ulang partai demokrasi indonesia juang incumbent kalah mutlak susilo bambang yudhoyono jokowi mega susilo bambang yudhoyono lawan prabowo mk pilih presiden selesai 3 poros pilih presiden mk salah lawan,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,5193,1 kredit konsorsium 4 bank asing inalum akuisisi 51 saham mc moran fi dana 100 triliun akuisisi 51 saham a inya dividen inalum bayar hutang butuh lunas,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,5071,fuck orang myanmar noob sial main ml fuck,1,1,0,1,0,1,0,0,0,0,1,0,1
3722,7977,cocok presiden,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,9964,antek asing impo cina usung partai adil sejahtera amp gera indonesia raya nurut ai gera munaspil ketua xf0 x9f x98 x80,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,5880,kalah mampus,1,1,1,0,0,0,0,0,1,1,0,0,1
3725,10560,perintah korea utara legal ganja perintah diktator komunis legal in biar rakyat pusing pimpin,1,0,1,0,0,0,0,0,1,1,0,0,1
3726,12264,jaka a era anies sandi anggur,1,0,0,1,0,0,0,0,1,0,1,0,1
3727,8777,pers program sambung buang islam indonesia manfaat,1,0,0,1,1,0,0,0,0,0,0,1,1
3728,5452,back serasa asing gue v,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,1431,bangga gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,5492,prabowo subianto aktor tentara nasional indonesia 98 jabat pangkostrad hasil kudeta,1,0,1,0,0,0,0,0,1,1,0,0,1
3731,4580,ya situ tinggal mayoritas rakyat indonesia dungu periode 2019 ganti presiden end,1,1,0,1,0,0,0,0,1,0,1,0,1
3732,1954,lucu deh mobil mobil jabat negara warna hijau hijau tai kuda,0,1,0,0,0,0,0,0,0,0,0,0,1
3733,12545,1999 poros bentuk pilih presiden mekanisme majelis musyawarat rakyat pilih presiden rakyat poros,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,2526,tantang industri sawit budaya bakar lahan rawan simpang,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,3240,allahu akbar jokowi kenal islam moderat konferensi tingkat ulama cendekiawan muslim dunia,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,1938,ya niat surat pemberitahuan rezim ntb miskin busung lapar kampung kantor cuek cari dukung entas miskin takut buru komisi berantas korupsi,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,11655,analisa gegabah dasar hasil survei simpul rupiah kuat tajam amp foreign inflow tingkat tajam in fact era rejim dana asing minus dana asing era susilo bambang yudhoyono,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,309,rencana seret adil ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
3739,164,berita saracen diframing katak tim prabowo anies sandi media tumpah sakit hati katak cebong ehe,1,1,0,1,0,0,0,0,1,0,1,0,1
3740,12518,jambu bol halus jambu bokong,0,1,0,0,0,0,0,0,0,0,0,0,1
3741,1913,allah subhanahu wa taala ajak gaul lukman suka dengar orang aji utama ayat penggal kafir cocok cocok penis,1,1,0,1,1,0,0,0,0,0,1,0,1
3742,521,video call gubernur dinas istanbul turki video call lapor pe hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,6018,ya allah gusti diam 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0,1
3744,11726,shinobi langgar atur sampah shinobi tinggal sahabat rendah sampah uchiha obito naruto,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,7656,sayang industri oil gas warga asing anak melayu,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,6787,gusur paksa langgar berat ham utama hak ekonomi sosial budaya situ hak huni layak hubung novel baswedan hak asasi manusia huni layak,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,2002,buru bunga bangkai ayo,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,2403,katolik bantu mas,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,8429,perhati chef barat nilai salah ayam rendang pikir salah nilai seni cat sastra film hasil seni budaya belah kaca mata cita,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,8772,janji indah rakyat terenyuh sayang janji fakta bohong ri pimpin tipu rakyat 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,1
3751,3075,anjir setan,1,1,1,0,0,0,0,0,1,1,0,0,1
3752,5232,kempis kempis pipi nya suka ya sedot kontol uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3753,4850,curang kalah prabowo,1,0,1,0,0,0,0,0,1,1,0,0,1
3754,1332,muslim bawa bawa sih buruk istimewa dengar tulis buddha tulis kristen tulis komunis tulis,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,6955,kosong masjid jemaah khas ala komunis xf0 x9f xa4 x94,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,3332,mata gue sipit,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,9096,cukur bulu memek nih,0,1,0,0,0,0,0,0,0,0,0,0,1
3758,7358,sarap nih dukung prabowo,1,1,0,1,0,0,1,0,0,0,1,0,1
3759,8057,gue berangkat remaja lagu lagu cebong dungu kenyang tulalit,1,1,1,0,0,0,0,0,1,1,0,0,1
3760,4646,bajing bajing,0,1,0,0,0,0,0,0,0,0,0,0,1
3761,2571,coba kroscek tenaga kerja asing adik yusuf oposan kayak realistis data mata kepala kayak telan mentah mentah,1,0,1,0,0,0,0,0,1,1,0,0,1
3762,67,ateis sibuk agama orang,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,9646,berengsek wondo joni bahas pekan tonton cctv,1,1,1,0,0,0,0,0,1,1,0,0,1
3764,12084,rr sakit hati ganti boediono jaman kabinet gus dur mega ganti ekonomi indonesia nya acak kadut pegang rr,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,5174,41 program 16 bangun pusat olahraga seni budaya kota kabupaten asyik menang asyik menang,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,11244,wkwk lahir bohong ochu xf0 x9f x98 xad hamil sipit,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,2598,jokowi buah negara kuat umara perintah ulama jalan iring silaturahmi,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,4193,komunis zionis yahudi,1,0,0,1,1,1,0,0,0,0,1,0,1
3769,589,orang orang maha nan suci sih hina presiden lepas umur keluh tahan cina tahan keluh perintah orde su,1,1,0,1,0,0,0,0,1,0,1,0,1
3770,9880,kasar sih cocot ki,1,1,1,0,0,0,0,0,1,1,0,0,1
3771,5998,tenggelam bocah kepala koreng maha sombong langit menang keparat cepat,1,1,1,0,0,0,1,0,0,1,0,0,1
3772,5027,citra jokowi legowo bantu rohingya prabowo amien rais diam uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
3773,5391,macet divestasi saham freepo salah terbit atur perintah nomor 20 1994 nyata usaha tanam modal asing wajib divestasi saham indonesia freepo 51,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,9024,swafoto mandi lihat mak kuli bangun kekar otot kocok kontol muncrat uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3775,4453,seng asing manis manis,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,1752,3 bank badan usaha milik negara pinjam uang cina publik perintah pinjam bangun infrastruktur nyata fasilitas cina kuasa newmont kongkalikong,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,10076,selamat siang ngentot yuk jumat ngentot memek memek uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3778,13095,kuasa wujud asli tuan jokowi diktator,1,0,1,0,0,0,0,0,1,1,0,0,1
3779,2048,hai guys mari ulas kunjung presiden jokowi siang 17 april 2018 bandara ajati majalengka terima kasih jokowi 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,12426,17 susilo bambang yudhoyono paham mustahil menang pilih presiden dukung komunitas tionghoa khusus taipan pilih presiden mahal,1,0,1,0,0,0,0,0,1,1,0,0,1
3781,3516,bilang kristen wudhu,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,7567,tarik tengok sikap institusi institusi negara hadap tuduh jokowi komunis cina,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,3911,kakak sayang sekolah sekolah katolik 5 agama minggu acara agama kak good luck kak xf0 x9f x92 x9c,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,3653,ahok jabat gubernur labrak rumah sakit,1,0,1,0,0,0,0,0,1,1,0,0,1
3785,4255,nikmat tol era rezim now 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,9612,unjuk indonesia tuntut lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1,1
3787,2064,dermawan sembako tenaga kerja asing lapang kerja,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,11492,teman gue taman mini indonesia indah teriak teriak culi pas cowok ganteng sipit sipit n2pm wkwk,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,2584,berita islam rabi israel orang kulit hitam xe2 x80 x9cmonyet xe2 x80 x9d picu kecam keras uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3790,11869,mahasiswa atur sifat komunis didik,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,1720,cindy ngewe,0,1,0,0,0,0,0,0,0,0,0,0,1
3792,116,asa genap 1 17 april 2018 gelar hajat pilih presiden acara negara indonesia pilih presiden moga senantiasa jalan aman lancar amin,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,11866,presiden hadir harlah gera mahasiswa islam indonesia 58 jaya gera mahasiswa islam indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,8270,pas lihat goeun kayak asing oh nyata minho,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,7239,nomor 7 anak hilang tangan amp kaki injak ranjau sih anak kasih tau kabar buruk orang tua kondisi orang tua terima orang cacat beban sakit hati dengar,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,1328,manusia homo,0,1,0,0,0,0,0,0,0,0,0,0,1
3797,10437,udik,1,1,1,0,0,0,0,0,1,1,0,0,1
3798,2156,perilaku sih babi benci bau islam cocok ahok,1,1,1,0,1,0,0,0,0,1,0,0,1
3799,10095,suka iri orang orang rahasia kulit mulus air wudhu kristen,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,10772,modar jiah,1,1,1,0,0,0,0,0,1,1,0,0,1
3801,8309,trio provokator wiwo amun amp sok tipu uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,1
3802,9071,setan,1,1,1,0,0,0,0,0,1,1,0,0,1
3803,1751,wkwk admin tolol kuadrat,1,1,1,0,0,0,0,0,1,1,0,0,1
3804,1623,sumbang gaza sumbang yahudi,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,9930,prabowo mimpi ri 1 mustahil mimpi siang bolong mas piyu sakit mimpi nya,1,0,1,0,0,0,0,0,1,1,0,0,1
3806,4833,bera i nista agama kitab suci nyata fiksi,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,5891,2019 ganti presiden main kasar nama agama ulama ustaz uztazah forum ulama umat indonesia ditindaklanjuti,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,3370,mulut buaya,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,361,43 contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0,1
3810,580,bang laku kristen istri muslim strategi te entu,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,3530,kena beking tarik solusi berantas nelayan asing tenggelam nelayan kalah singkir usaha,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,7860,jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0,1
3813,2449,harga yahudi xf0 x9f x94 xa5 xf0 x9f x94 xa5 xf0 x9f x94 xa5,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,9605,favorit kerjain tugas bux kupon gratis teman xf0 x9f x98 x85 sok lucky kerja tugas plus curhat pokok pulang pas telepon xf0 x9f x98 x82 makan mi ayam rica jajan mi goreng,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,10964,hem bahaya pilih calon wakil presiden turun presiden paksa kayak ahok maju calon wakil presiden menang kalah menang jago strategi kayak calon wakil presiden,1,0,1,0,0,0,0,0,1,1,0,0,1
3816,11219,masak citra tenaga kerja indonesia sepe i diaspora dahsyat dahsyat lo,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,7069,anjir habis bersin bude,0,1,0,0,0,0,0,0,0,0,0,0,1
3818,12933,heran setan iblis kabur takut dengar azan makhluk allah anteng si xe2 x80 xa6,1,1,1,0,0,0,0,0,1,1,0,0,1
3819,7660,batal bangun proyek rencana kerja anggar hambat pe umbuhan ekonomi jambi,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,10769,5 presiden airpo ajati tampung 5 6 juta tumpang tahap pe rupa airpo soekarno hatta jokowiselesaikanke ajati,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,12103,oiii niat sih tangan keluh langgan 4 keluh tanggap bangkai habis,1,1,0,1,0,0,0,0,1,0,1,0,1
3822,10624,beliau salah orang ulama tokoh karismatik populer kalimantan harakah islamiyah hardcase ayo aji,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,10899,super gubernur indonesia bangga beda kelas gubernur reklamasi bangga bangga cukong 2019 ganti presiden 2019 presiden periode,1,0,1,0,0,0,0,0,1,1,0,0,1
3824,11584,inggris dokter dokter demo selamat nhs dokter dokter asing india sulit,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,6827,pilih 2 stop dana hutang uang,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,3782,hore cowok ganteng azar xf0 x9f x98 x98 xf0 x9f x98 x98 berondong lokal kontol lokal kontol kontol berondong prank uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3827,12002,deklarasi pilih kepala daerah 2018 aman anti hoaks warga jemur jabon,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,184,kemarin hujat harap dasar bani kampret,1,1,0,1,0,0,0,0,1,0,1,0,1
3829,6345,lihat agama budaya budaya pengaruh orang orang kristen yunani yahudi gereja purba konflik konflik rasul paulus turun tangan reda konflik ajar dida,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,7745,udik takjub ngileeee canggih iya mobil asa kit reader knight rider starring david hasselhoff marah rem,0,1,0,0,0,0,0,0,0,0,0,0,1
3831,1946,pikir tuju islam nusantara langsung nama islam kena kena imbas xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 berengsek antek zionis selip organisasi masyarakat,1,1,0,1,1,0,0,0,0,0,1,0,1
3832,7618,rindu suha o ya monggo sih sebar hoaks serang presiden kayak sebar hoaks serang presiden hilang wkwk,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,12576,bodoh dungu idiot teknis acu orang nilai intelligence quotient 70 psikologi,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,5217,benci racun xe2 x80 x9cada tekannnn kaaaaaa xe2 x80 x9d haha fuck yahudi,1,1,1,0,1,0,0,0,0,1,0,0,1
3835,10357,lempar mercon bom,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,9808,alien biru lahir buah kota mewah ayah bunda laku world tour sangka bunda lahir alien kuku palsu lahir tanggal 10 mei 2000 pagi buta berat 2 4 kil,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,637,laksana presiden jokowi promosi asi games 2018 gencar ratas presiden promosi asi games gencar,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,8425,bubar dewan wakil rakyat nya stop korupsi,1,0,0,1,0,0,0,0,1,0,0,1,1
3839,4267,suka film fantasi seru harry potter antek antek kayak fantastis beast suka suka film kayak pride and prejudice pakai gaun kembang kembang xf0 x9f x98 xa4 xf0 x9f x91 x8d,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,11711,anies sandi bentar bukti menang saracen,1,0,1,0,0,0,0,0,1,1,0,0,1
3841,11264,nabi muhammad orang dagang nabi catat sejarah syam suku badui kena sarung makkah madinah pakai onta zaman,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,6019,budek congean,1,1,1,0,0,0,1,0,0,1,0,0,1
3843,8132,dibudakcintakan anjing dibudakcintakan mempan gila sih gue,0,1,0,0,0,0,0,0,0,0,0,0,1
3844,12360,bohay bokong nya doggy gaya enak,0,1,0,0,0,0,0,0,0,0,0,0,1
3845,10464,lo mbok ya ben to iya orang asumsi teori ekonomi dewe og teori jalan tembus besok kepala keluarga mesin cetak uang sangar,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,4387,xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe2 x80 x9doh xe3 x83 xbc xe2 x80 x9d lirik kiri lihat sosok asing bingung sosok xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe2 x80 x9,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,535,tuju dukung presiden upaya kuasa asing ekspor mentah ganti kontrak rugi indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,4107,makna puasa presiden cc,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,12010,pikun pro koruptor,1,0,1,0,0,0,0,0,1,1,0,0,1
3850,2855,komisi berantas korupsi ri awas tahan izin cuti pilih kepala daerah kendali proyek perintah,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,6300,bikin pe anyaan frame cebong banget,1,1,1,0,0,0,0,0,1,1,0,0,1
3852,8384,andai o indonesia negara komunis ideologi benci,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,9576,lapor ganjar pranowo djuju purwantoro bang jafar bang jafar dukung anies sandi daerah khusus ibukota sila simpul arah lapor hadap ganjar pranowo baca puisi karya gus mus,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,4346,rezim rezim komunis tanda tanda nya sepe i arah kesana ya,1,0,1,0,0,1,0,0,0,1,0,0,1
3855,800,jual kaos laku isu partai komunis indonesia duh maju,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,3584,sampah visual kondisi,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,6035,jumpa maklumat pasal bangsa parut kat muka perempuan cam kesan toreh pisau budaya cantik ritual agama mazhab islam,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,5335,ciduk indra piliang rawan anies sandi tangkap narkoba loh uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1
3859,6579,titit titit hambur,0,1,0,0,0,0,0,0,0,0,0,0,1
3860,2841,muka empok silvy asem banget tertawa kena deh habis jahat sih debat final pilih kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0,1
3861,4964,alhamdulillah orang tolol twitter lihat pintar,1,1,0,1,0,0,0,0,1,0,1,0,1
3862,1460,bandung bebas banjir nurul arifin nyata solusi danau bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calon wali kota bandung 2018,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,5628,ab suka bicara kasar susah kontrol emosi,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,2872,makan duit cong duit ai ai asing asing rampok duit rakyat jual rakyat otak cong xf0 x9f x90 xb7 xf0 x9f x90 xb7 xf0 x9f,1,1,1,0,0,0,0,0,1,1,0,0,1
3865,3476,bacot reza urus anak istri gara gara reply galau xf0 x9f x98 xad,1,1,1,0,0,0,0,0,1,1,0,0,1
3866,10910,dunia penjara orang iman surga orang kafir muslim,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,1359,jahat jahat manusia suka cari salah cela orang lalat cari bangkai busuk quranhour,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,4342,orang asing rumah xf0 x9f x99 x83,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,12772,lempar zinnirah buta ranah laknat tuhan latta uzza cabar ranah zinnirah mempe ahankan buta ranah tuhan umar al khat,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,2093,ceramah hukum zakat al alquran amp hadis be sekolah juru agama saratok sarawak 11,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,4256,ya djarot lengser sabar lihat anies sandi kelola jaka a,1,0,1,0,0,0,0,0,1,1,0,0,1
3873,11525,nama standar janda teriak teriak benci kafir asing oshinya kafir asing xf0 x9f x98 x82,1,1,1,0,1,0,0,0,0,1,0,0,1
3874,10257,saksi saksi bisu,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,5226,kunyuk xf0 x9f x98 x82 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3876,2548,gue bikin video isi photo video selamat ulang nyak maki ya oke xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,3723,iya kafir sih darah halal bani kocak kayak situ,1,1,0,1,1,0,0,0,0,0,1,0,1
3878,10250,jimin link dasar manusia homo jin sueeeee gue idih ogaaaah non rebreathing mask gue suka cewek buru apussssssssssssss,1,1,1,0,0,0,0,1,0,1,0,0,1
3879,6440,najis banget niat flash sale barang bayar hilang,1,1,0,1,0,0,0,0,1,0,1,0,1
3880,12605,3 who orientasi seksual sepe i homoseksual biseksual ganggu transgender coret daftar ganggu jiwa cari data validitas who,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,2461,imam rapat saf lurus saf senior panggil junior masuk junior bodoh senior uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1
3882,492,ayo pilih alin alin bawel banget omong lihat banci jalan omong,0,1,0,0,0,0,0,0,0,0,0,0,1
3883,11416,malu nama peci dasar pecun,1,1,1,0,0,0,0,1,0,1,0,0,1
3884,1073,mega rona utus malaysia 11april politik beli utus malaysia langgan islam muslim alquran keluarga wanita sehat hibur a is budaya sains teknologi alam alumni kampus universitas wira tentera polis,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,147,memek lonte sodok kontol gede,0,1,0,0,0,0,0,0,0,0,0,0,1
3886,3949,ah dasar jablay murah,1,1,1,0,0,0,0,1,0,1,0,0,1
3887,11040,kantor kepung massa takut kuak pokok ganyang partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1,1
3888,723,islam larang kaum lelaki rupa kaum wanita pakai hias perilaku,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,8694,ab cinta tegang a olahraga,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,819,hadap karno beliau jatuh jabat daulat indonesia keras tolak modal asing freepo 51,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,9897,bantah photo bukti komunikasi sambung 2 pimpin,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,376,amin moga be iga tampil sumbang medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,11298,r fi ban motor bocor nih pulang nf pakai anti kerut anti bocor charm body fit chaaaaarrrmmmm malam romantis sarap,0,1,0,0,0,0,0,0,0,0,0,0,1
3894,7729,tolong analisa sejarah jatuh kerja uthmaniyah raja khalifah islam palestina jatuh tangan yahudi mustafa kamal ata urk kuat kuasa ubah turki konon bawa agenda turki modern,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,9258,sokong lindung ahli ltte liberalisasi tamil tiger elam teroris hindu sri langka lindung du asia,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,6582,junjung jam 1 bilang gebuk jam 1 15 sweeping partai komunis indonesia,1,0,1,0,0,0,0,0,1,1,0,0,1
3897,12,ajar ekonomi mesti jago privatisasi hati orang aduh ironi,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,4222,orang filsuf feel aman materi ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,5384,komisi berantas korupsi kepala daerah te angkap pilih kepala daerah langsung,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,8430,joss iya,0,0,0,0,0,0,0,0,0,0,0,0,0
